Id,Category
5795,4
5796,5
5797,5
5798,0
5799,1
5800,2
5801,1
5802,6
5803,1
5804,1
5805,1
5806,0
5807,6
5808,2
5809,0
5810,5
5811,7
5812,3
5813,4
5814,0
5815,3
5816,3
5817,3
5818,7
5819,3
5820,5
5821,8
5822,3
5823,5
5824,7
5825,3
5826,7
5827,0
5828,5
5829,4
5830,3
5831,1
5832,2
5833,9
5834,5
5835,5
5836,1
5837,2
5838,4
5839,2
5840,2
5841,4
5842,7
5843,6
5844,8
5845,5
5846,5
5847,8
5848,4
5849,1
5850,6
5851,1
5852,3
5853,5
5854,7
5855,2
5856,5
5857,0
5858,7
5859,2
5860,0
5861,1
5862,2
5863,4
5864,1
5865,6
5866,4
5867,7
5868,9
5869,3
5870,7
5871,3
5872,7
5873,2
5874,6
5875,1
5876,6
5877,9
5878,5
5879,8
5880,0
5881,5
5882,1
5883,6
5884,4
5885,4
5886,2
5887,1
5888,4
5889,6
5890,3
5891,0
5892,8
5893,9
5894,3
5895,6
5896,9
5897,4
5898,8
5899,1
5900,0
5901,5
5902,9
5903,0
5904,7
5905,1
5906,4
5907,5
5908,1
5909,1
5910,5
5911,6
5912,4
5913,7
5914,1
5915,3
5916,9
5917,2
5918,1
5919,8
5920,8
5921,7
5922,7
5923,1
5924,2
5925,7
5926,0
5927,6
5928,7
5929,7
5930,2
5931,2
5932,6
5933,4
5934,3
5935,6
5936,6
5937,1
5938,9
5939,9
5940,2
5941,9
5942,4
5943,3
5944,2
5945,9
5946,8
5947,5
5948,8
5949,6
5950,9
5951,0
5952,9
5953,7
5954,8
5955,0
5956,4
5957,4
5958,9
5959,8
5960,6
5961,6
5962,6
5963,9
5964,9
5965,7
5966,9
5967,9
5968,0
5969,5
5970,1
5971,1
5972,0
5973,6
5974,9
5975,9
5976,5
5977,6
5978,5
5979,1
5980,9
5981,7
5982,9
5983,4
5984,5
5985,4
5986,3
5987,4
5988,9
5989,8
5990,8
5991,3
5992,4
5993,8
5994,4
5995,0
5996,6
5997,0
5998,7
5999,2
6000,8
6001,1
6002,2
6003,0
6004,7
6005,4
6006,0
6007,6
6008,0
6009,3
6010,2
6011,2
6012,2
6013,6
6014,4
6015,0
6016,6
6017,9
6018,5
6019,6
6020,6
6021,3
6022,0
6023,3
6024,2
6025,7
6026,3
6027,3
6028,0
6029,0
6030,8
6031,5
6032,4
6033,2
6034,9
6035,5
6036,0
6037,3
6038,4
6039,8
6040,7
6041,1
6042,6
6043,5
6044,4
6045,8
6046,2
6047,0
6048,1
6049,8
6050,2
6051,4
6052,8
6053,4
6054,3
6055,0
6056,4
6057,0
6058,1
6059,9
6060,3
6061,0
6062,3
6063,4
6064,5
6065,2
6066,6
6067,8
6068,3
6069,0
6070,9
6071,2
6072,5
6073,2
6074,7
6075,6
6076,7
6077,2
6078,2
6079,3
6080,1
6081,0
6082,8
6083,9
6084,1
6085,2
6086,1
6087,4
6088,6
6089,7
6090,1
6091,0
6092,5
6093,6
6094,5
6095,9
6096,2
6097,5
6098,6
6099,7
6100,1
6101,9
6102,3
6103,6
6104,1
6105,0
6106,2
6107,9
6108,4
6109,2
6110,9
6111,0
6112,8
6113,8
6114,9
6115,8
6116,5
6117,1
6118,0
6119,1
6120,5
6121,2
6122,5
6123,6
6124,3
6125,1
6126,3
6127,4
6128,0
6129,2
6130,1
6131,3
6132,7
6133,0
6134,9
6135,3
6136,9
6137,2
6138,3
6139,9
6140,9
6141,8
6142,3
6143,9
6144,7
6145,2
6146,9
6147,9
6148,4
6149,7
6150,1
6151,3
6152,6
6153,4
6154,0
6155,8
6156,9
6157,7
6158,0
6159,1
6160,2
6161,4
6162,0
6163,3
6164,3
6165,4
6166,1
6167,9
6168,3
6169,5
6170,6
6171,4
6172,1
6173,1
6174,3
6175,6
6176,9
6177,2
6178,4
6179,8
6180,0
6181,8
6182,1
6183,5
6184,1
6185,5
6186,9
6187,0
6188,9
6189,2
6190,4
6191,0
6192,6
6193,9
6194,1
6195,1
6196,3
6197,4
6198,9
6199,5
6200,3
6201,3
6202,5
6203,3
6204,4
6205,1
6206,6
6207,9
6208,8
6209,7
6210,3
6211,8
6212,2
6213,6
6214,6
6215,2
6216,5
6217,8
6218,6
6219,7
6220,5
6221,0
6222,0
6223,7
6224,5
6225,3
6226,3
6227,7
6228,4
6229,6
6230,2
6231,8
6232,2
6233,7
6234,7
6235,6
6236,1
6237,5
6238,8
6239,6
6240,2
6241,0
6242,4
6243,6
6244,8
6245,6
6246,4
6247,0
6248,2
6249,5
6250,4
6251,9
6252,2
6253,4
6254,4
6255,6
6256,9
6257,2
6258,0
6259,5
6260,0
6261,0
6262,8
6263,0
6264,6
6265,4
6266,7
6267,1
6268,5
6269,7
6270,6
6271,6
6272,2
6273,1
6274,9
6275,9
6276,7
6277,2
6278,5
6279,1
6280,8
6281,1
6282,6
6283,3
6284,0
6285,8
6286,8
6287,5
6288,6
6289,9
6290,9
6291,9
6292,6
6293,5
6294,8
6295,8
6296,8
6297,5
6298,3
6299,3
6300,1
6301,1
6302,0
6303,7
6304,0
6305,2
6306,0
6307,4
6308,4
6309,6
6310,5
6311,3
6312,2
6313,9
6314,6
6315,6
6316,7
6317,9
6318,7
6319,7
6320,0
6321,8
6322,4
6323,2
6324,7
6325,7
6326,7
6327,4
6328,0
6329,1
6330,6
6331,0
6332,5
6333,3
6334,0
6335,2
6336,4
6337,9
6338,3
6339,3
6340,3
6341,2
6342,8
6343,8
6344,5
6345,2
6346,8
6347,0
6348,8
6349,0
6350,0
6351,0
6352,2
6353,2
6354,7
6355,0
6356,7
6357,7
6358,7
6359,2
6360,2
6361,0
6362,4
6363,0
6364,3
6365,4
6366,8
6367,2
6368,7
6369,9
6370,3
6371,1
6372,1
6373,6
6374,9
6375,3
6376,8
6377,9
6378,5
6379,8
6380,7
6381,1
6382,3
6383,3
6384,7
6385,2
6386,5
6387,3
6388,7
6389,2
6390,7
6391,9
6392,6
6393,3
6394,8
6395,8
6396,6
6397,5
6398,6
6399,1
6400,8
6401,7
6402,8
6403,4
6404,7
6405,1
6406,7
6407,2
6408,0
6409,9
6410,1
6411,8
6412,1
6413,6
6414,8
6415,1
6416,7
6417,1
6418,0
6419,1
6420,7
6421,6
6422,4
6423,7
6424,8
6425,2
6426,1
6427,2
6428,0
6429,1
6430,1
6431,1
6432,8
6433,8
6434,8
6435,9
6436,0
6437,0
6438,4
6439,4
6440,2
6441,3
6442,6
6443,6
6444,3
6445,1
6446,2
6447,4
6448,7
6449,8
6450,0
6451,1
6452,7
6453,8
6454,4
6455,3
6456,2
6457,3
6458,2
6459,6
6460,3
6461,4
6462,1
6463,8
6464,1
6465,3
6466,8
6467,6
6468,8
6469,9
6470,1
6471,6
6472,1
6473,9
6474,8
6475,3
6476,0
6477,4
6478,7
6479,4
6480,0
6481,0
6482,7
6483,2
6484,8
6485,9
6486,8
6487,6
6488,6
6489,8
6490,1
6491,7
6492,1
6493,1
6494,0
6495,7
6496,7
6497,2
6498,4
6499,7
6500,5
6501,2
6502,6
6503,6
6504,7
6505,4
6506,5
6507,4
6508,0
6509,9
6510,4
6511,7
6512,2
6513,5
6514,3
6515,2
6516,2
6517,7
6518,6
6519,2
6520,6
6521,4
6522,1
6523,6
6524,0
6525,3
6526,8
6527,5
6528,5
6529,3
6530,3
6531,4
6532,3
6533,3
6534,7
6535,5
6536,1
6537,5
6538,3
6539,7
6540,8
6541,1
6542,9
6543,2
6544,8
6545,8
6546,2
6547,6
6548,0
6549,0
6550,1
6551,7
6552,1
6553,3
6554,5
6555,1
6556,8
6557,9
6558,3
6559,4
6560,6
6561,9
6562,3
6563,6
6564,5
6565,9
6566,1
6567,4
6568,2
6569,8
6570,9
6571,5
6572,4
6573,7
6574,4
6575,3
6576,7
6577,1
6578,6
6579,9
6580,1
6581,9
6582,4
6583,0
6584,6
6585,1
6586,6
6587,3
6588,0
6589,2
6590,3
6591,5
6592,5
6593,0
6594,8
6595,0
6596,3
6597,1
6598,4
6599,4
6600,7
6601,0
6602,8
6603,9
6604,2
6605,6
6606,4
6607,7
6608,5
6609,3
6610,8
6611,8
6612,7
6613,1
6614,7
6615,7
6616,4
6617,4
6618,0
6619,0
6620,7
6621,0
6622,4
6623,0
6624,4
6625,2
6626,3
6627,3
6628,0
6629,0
6630,7
6631,7
6632,7
6633,0
6634,4
6635,6
6636,2
6637,9
6638,1
6639,1
6640,3
6641,8
6642,9
6643,1
6644,0
6645,6
6646,5
6647,3
6648,0
6649,1
6650,0
6651,6
6652,2
6653,2
6654,4
6655,9
6656,4
6657,7
6658,6
6659,1
6660,0
6661,4
6662,6
6663,8
6664,4
6665,3
6666,2
6667,7
6668,6
6669,4
6670,3
6671,3
6672,9
6673,6
6674,5
6675,2
6676,0
6677,5
6678,7
6679,4
6680,3
6681,9
6682,4
6683,5
6684,1
6685,1
6686,9
6687,6
6688,1
6689,8
6690,2
6691,8
6692,6
6693,6
6694,3
6695,4
6696,0
6697,2
6698,3
6699,2
6700,6
6701,1
6702,8
6703,6
6704,1
6705,4
6706,3
6707,2
6708,2
6709,3
6710,3
6711,5
6712,0
6713,2
6714,1
6715,2
6716,8
6717,1
6718,8
6719,2
6720,2
6721,7
6722,3
6723,7
6724,9
6725,8
6726,4
6727,6
6728,1
6729,1
6730,8
6731,6
6732,4
6733,5
6734,8
6735,9
6736,2
6737,9
6738,0
6739,0
6740,2
6741,0
6742,1
6743,8
6744,3
6745,7
6746,2
6747,8
6748,2
6749,9
6750,4
6751,8
6752,9
6753,2
6754,8
6755,9
6756,5
6757,4
6758,8
6759,9
6760,5
6761,7
6762,7
6763,2
6764,5
6765,9
6766,8
6767,1
6768,2
6769,3
6770,1
6771,5
6772,9
6773,2
6774,2
6775,0
6776,8
6777,2
6778,2
6779,1
6780,7
6781,3
6782,5
6783,6
6784,9
6785,6
6786,2
6787,5
6788,1
6789,1
6790,7
6791,7
6792,3
6793,3
6794,8
6795,9
6796,3
6797,0
6798,8
6799,0
6800,6
6801,6
6802,4
6803,6
6804,9
6805,1
6806,1
6807,7
6808,8
6809,6
6810,8
6811,9
6812,0
6813,6
6814,1
6815,0
6816,1
6817,1
6818,7
6819,2
6820,1
6821,0
6822,4
6823,5
6824,0
6825,3
6826,6
6827,3
6828,3
6829,3
6830,1
6831,8
6832,1
6833,6
6834,1
6835,3
6836,7
6837,5
6838,1
6839,8
6840,9
6841,1
6842,0
6843,1
6844,7
6845,9
6846,9
6847,8
6848,9
6849,4
6850,6
6851,8
6852,9
6853,5
6854,0
6855,4
6856,3
6857,9
6858,1
6859,1
6860,0
6861,1
6862,5
6863,6
6864,0
6865,3
6866,6
6867,6
6868,1
6869,3
6870,7
6871,9
6872,0
6873,3
6874,6
6875,5
6876,3
6877,8
6878,5
6879,1
6880,2
6881,4
6882,9
6883,7
6884,0
6885,0
6886,1
6887,3
6888,4
6889,5
6890,5
6891,9
6892,6
6893,3
6894,6
6895,2
6896,6
6897,9
6898,3
6899,7
6900,7
6901,3
6902,4
6903,1
6904,0
6905,2
6906,1
6907,6
6908,6
6909,6
6910,7
6911,6
6912,5
6913,3
6914,8
6915,1
6916,4
6917,6
6918,4
6919,4
6920,4
6921,6
6922,2
6923,0
6924,5
6925,2
6926,0
6927,5
6928,2
6929,5
6930,2
6931,5
6932,1
6933,4
6934,6
6935,7
6936,9
6937,8
6938,3
6939,2
6940,1
6941,3
6942,3
6943,4
6944,5
6945,5
6946,6
6947,8
6948,6
6949,0
6950,8
6951,9
6952,8
6953,1
6954,7
6955,7
6956,6
6957,6
6958,3
6959,4
6960,9
6961,8
6962,7
6963,9
6964,5
6965,3
6966,0
6967,4
6968,8
6969,0
6970,2
6971,9
6972,1
6973,3
6974,9
6975,8
6976,3
6977,7
6978,4
6979,4
6980,8
6981,2
6982,1
6983,1
6984,1
6985,8
6986,3
6987,8
6988,4
6989,7
6990,3
6991,1
6992,4
6993,3
6994,4
6995,1
6996,0
6997,3
6998,8
6999,8
7000,8
7001,1
7002,4
7003,6
7004,3
7005,1
7006,6
7007,9
7008,1
7009,6
7010,0
7011,7
7012,7
7013,1
7014,0
7015,3
7016,3
7017,1
7018,0
7019,2
7020,7
7021,9
7022,2
7023,2
7024,9
7025,6
7026,1
7027,5
7028,9
7029,4
7030,8
7031,0
7032,4
7033,8
7034,0
7035,9
7036,3
7037,7
7038,0
7039,4
7040,0
7041,4
7042,8
7043,6
7044,2
7045,3
7046,9
7047,8
7048,2
7049,2
7050,8
7051,3
7052,1
7053,1
7054,0
7055,8
7056,3
7057,6
7058,9
7059,6
7060,8
7061,2
7062,6
7063,1
7064,5
7065,3
7066,6
7067,9
7068,2
7069,0
7070,7
7071,1
7072,8
7073,9
7074,8
7075,9
7076,9
7077,0
7078,7
7079,7
7080,3
7081,4
7082,2
7083,6
7084,4
7085,5
7086,7
7087,4
7088,8
7089,7
7090,2
7091,6
7092,2
7093,4
7094,4
7095,4
7096,0
7097,7
7098,1
7099,5
7100,3
7101,6
7102,0
7103,8
7104,2
7105,3
7106,8
7107,6
7108,2
7109,4
7110,3
7111,5
7112,8
7113,1
7114,1
7115,0
7116,0
7117,6
7118,5
7119,9
7120,5
7121,9
7122,9
7123,6
7124,5
7125,5
7126,0
7127,1
7128,3
7129,1
7130,6
7131,6
7132,6
7133,1
7134,4
7135,4
7136,1
7137,5
7138,0
7139,0
7140,4
7141,5
7142,8
7143,4
7144,8
7145,3
7146,0
7147,2
7148,0
7149,5
7150,3
7151,1
7152,3
7153,7
7154,0
7155,9
7156,1
7157,5
7158,7
7159,6
7160,5
7161,3
7162,5
7163,6
7164,0
7165,0
7166,1
7167,7
7168,3
7169,1
7170,9
7171,2
7172,6
7173,3
7174,6
7175,7
7176,3
7177,7
7178,0
7179,1
7180,6
7181,6
7182,8
7183,3
7184,5
7185,8
7186,0
7187,7
7188,4
7189,0
7190,2
7191,7
7192,5
7193,8
7194,8
7195,7
7196,0
7197,4
7198,9
7199,1
7200,4
7201,4
7202,3
7203,5
7204,4
7205,6
7206,2
7207,6
7208,1
7209,0
7210,3
7211,3
7212,3
7213,6
7214,5
7215,1
7216,2
7217,0
7218,9
7219,7
7220,9
7221,3
7222,8
7223,7
7224,1
7225,1
7226,7
7227,7
7228,3
7229,2
7230,2
7231,8
7232,1
7233,5
7234,9
7235,2
7236,1
7237,7
7238,6
7239,4
7240,0
7241,3
7242,4
7243,1
7244,5
7245,4
7246,0
7247,8
7248,4
7249,9
7250,9
7251,7
7252,8
7253,4
7254,2
7255,3
7256,4
7257,0
7258,5
7259,4
7260,1
7261,8
7262,2
7263,5
7264,4
7265,5
7266,2
7267,5
7268,3
7269,7
7270,9
7271,7
7272,1
7273,4
7274,1
7275,3
7276,1
7277,4
7278,5
7279,5
7280,3
7281,7
7282,1
7283,3
7284,0
7285,1
7286,2
7287,5
7288,7
7289,0
7290,6
7291,3
7292,9
7293,7
7294,3
7295,5
7296,8
7297,9
7298,4
7299,6
7300,7
7301,6
7302,6
7303,8
7304,2
7305,6
7306,4
7307,8
7308,4
7309,1
7310,7
7311,1
7312,2
7313,3
7314,3
7315,0
7316,1
7317,6
7318,4
7319,2
7320,8
7321,2
7322,4
7323,3
7324,1
7325,4
7326,4
7327,4
7328,4
7329,1
7330,5
7331,5
7332,7
7333,6
7334,5
7335,4
7336,5
7337,6
7338,5
7339,6
7340,2
7341,4
7342,7
7343,7
7344,6
7345,6
7346,5
7347,0
7348,2
7349,3
7350,1
7351,2
7352,3
7353,8
7354,0
7355,7
7356,0
7357,6
7358,8
7359,1
7360,3
7361,8
7362,9
7363,1
7364,3
7365,4
7366,1
7367,5
7368,5
7369,5
7370,6
7371,6
7372,5
7373,0
7374,3
7375,2
7376,1
7377,3
7378,5
7379,7
7380,7
7381,4
7382,9
7383,4
7384,3
7385,9
7386,3
7387,1
7388,7
7389,6
7390,6
7391,4
7392,8
7393,5
7394,1
7395,5
7396,8
7397,4
7398,3
7399,3
7400,5
7401,3
7402,9
7403,2
7404,8
7405,7
7406,2
7407,9
7408,5
7409,8
7410,6
7411,5
7412,9
7413,1
7414,0
7415,2
7416,1
7417,3
7418,8
7419,1
7420,4
7421,5
7422,4
7423,6
7424,9
7425,2
7426,7
7427,2
7428,0
7429,3
7430,2
7431,8
7432,7
7433,5
7434,0
7435,7
7436,0
7437,3
7438,1
7439,3
7440,3
7441,8
7442,7
7443,2
7444,1
7445,6
7446,3
7447,8
7448,9
7449,1
7450,1
7451,7
7452,4
7453,0
7454,0
7455,9
7456,8
7457,2
7458,2
7459,8
7460,5
7461,9
7462,8
7463,2
7464,8
7465,0
7466,6
7467,6
7468,8
7469,6
7470,9
7471,6
7472,1
7473,1
7474,5
7475,3
7476,3
7477,0
7478,7
7479,6
7480,1
7481,4
7482,4
7483,1
7484,1
7485,8
7486,1
7487,1
7488,2
7489,3
7490,2
7491,9
7492,1
7493,3
7494,2
7495,7
7496,4
7497,5
7498,6
7499,1
7500,6
7501,9
7502,1
7503,4
7504,6
7505,7
7506,4
7507,7
7508,2
7509,7
7510,8
7511,0
7512,9
7513,0
7514,7
7515,8
7516,1
7517,2
7518,3
7519,2
7520,4
7521,2
7522,9
7523,0
7524,3
7525,8
7526,9
7527,6
7528,5
7529,5
7530,0
7531,6
7532,1
7533,0
7534,6
7535,1
7536,1
7537,5
7538,5
7539,7
7540,5
7541,0
7542,8
7543,9
7544,0
7545,5
7546,7
7547,9
7548,6
7549,5
7550,4
7551,3
7552,4
7553,9
7554,7
7555,1
7556,2
7557,4
7558,2
7559,1
7560,0
7561,2
7562,2
7563,9
7564,8
7565,1
7566,9
7567,7
7568,7
7569,3
7570,1
7571,6
7572,1
7573,1
7574,3
7575,8
7576,8
7577,1
7578,9
7579,3
7580,8
7581,9
7582,5
7583,1
7584,1
7585,6
7586,2
7587,7
7588,5
7589,6
7590,4
7591,6
7592,9
7593,6
7594,8
7595,1
7596,3
7597,9
7598,5
7599,8
7600,1
7601,8
7602,6
7603,9
7604,1
7605,6
7606,6
7607,0
7608,5
7609,8
7610,7
7611,7
7612,7
7613,9
7614,4
7615,5
7616,0
7617,0
7618,3
7619,5
7620,4
7621,8
7622,9
7623,1
7624,2
7625,7
7626,1
7627,3
7628,2
7629,6
7630,5
7631,1
7632,9
7633,7
7634,1
7635,9
7636,5
7637,8
7638,1
7639,9
7640,9
7641,5
7642,9
7643,8
7644,3
7645,0
7646,2
7647,6
7648,0
7649,2
7650,2
7651,4
7652,0
7653,8
7654,4
7655,8
7656,1
7657,7
7658,7
7659,2
7660,7
7661,9
7662,3
7663,6
7664,2
7665,9
7666,4
7667,6
7668,2
7669,7
7670,2
7671,5
7672,6
7673,5
7674,9
7675,8
7676,2
7677,6
7678,8
7679,6
7680,5
7681,0
7682,8
7683,0
7684,0
7685,9
7686,9
7687,6
7688,8
7689,0
7690,6
7691,6
7692,0
7693,7
7694,9
7695,8
7696,0
7697,5
7698,0
7699,9
7700,6
7701,0
7702,4
7703,7
7704,1
7705,2
7706,8
7707,8
7708,2
7709,6
7710,9
7711,3
7712,5
7713,6
7714,3
7715,1
7716,7
7717,3
7718,0
7719,2
7720,5
7721,2
7722,3
7723,2
7724,8
7725,4
7726,4
7727,6
7728,1
7729,9
7730,4
7731,1
7732,7
7733,0
7734,1
7735,0
7736,3
7737,0
7738,2
7739,9
7740,4
7741,5
7742,0
7743,3
7744,8
7745,7
7746,2
7747,3
7748,0
7749,1
7750,4
7751,7
7752,9
7753,9
7754,0
7755,7
7756,5
7757,6
7758,7
7759,1
7760,8
7761,3
7762,7
7763,3
7764,6
7765,8
7766,4
7767,9
7768,8
7769,4
7770,9
7771,0
7772,3
7773,4
7774,0
7775,2
7776,3
7777,6
7778,7
7779,3
7780,3
7781,5
7782,8
7783,5
7784,2
7785,2
7786,9
7787,5
7788,6
7789,3
7790,8
7791,6
7792,1
7793,8
7794,3
7795,5
7796,8
7797,6
7798,3
7799,1
7800,0
7801,2
7802,2
7803,0
7804,5
7805,9
7806,1
7807,3
7808,8
7809,0
7810,6
7811,0
7812,2
7813,0
7814,7
7815,1
7816,3
7817,6
7818,9
7819,1
7820,5
7821,2
7822,2
7823,7
7824,1
7825,6
7826,1
7827,5
7828,5
7829,2
7830,2
7831,4
7832,8
7833,8
7834,5
7835,0
7836,0
7837,7
7838,0
7839,4
7840,1
7841,6
7842,4
7843,0
7844,9
7845,2
7846,6
7847,7
7848,4
7849,2
7850,0
7851,0
7852,7
7853,2
7854,3
7855,2
7856,6
7857,4
7858,2
7859,7
7860,8
7861,2
7862,1
7863,8
7864,1
7865,3
7866,6
7867,4
7868,8
7869,0
7870,6
7871,3
7872,9
7873,1
7874,6
7875,2
7876,1
7877,0
7878,1
7879,3
7880,0
7881,4
7882,7
7883,9
7884,9
7885,3
7886,7
7887,5
7888,7
7889,1
7890,6
7891,6
7892,9
7893,1
7894,1
7895,2
7896,2
7897,2
7898,1
7899,4
7900,0
7901,1
7902,2
7903,1
7904,1
7905,3
7906,7
7907,6
7908,0
7909,9
7910,5
7911,2
7912,0
7913,9
7914,7
7915,3
7916,7
7917,6
7918,4
7919,6
7920,9
7921,4
7922,8
7923,9
7924,3
7925,0
7926,5
7927,7
7928,2
7929,0
7930,2
7931,1
7932,1
7933,3
7934,8
7935,7
7936,1
7937,1
7938,2
7939,2
7940,6
7941,5
7942,9
7943,1
7944,2
7945,6
7946,1
7947,6
7948,1
7949,8
7950,9
7951,2
7952,0
7953,1
7954,9
7955,9
7956,3
7957,7
7958,3
7959,5
7960,0
7961,3
7962,3
7963,7
7964,1
7965,7
7966,7
7967,1
7968,8
7969,6
7970,3
7971,5
7972,3
7973,1
7974,3
7975,2
7976,7
7977,8
7978,4
7979,3
7980,3
7981,2
7982,9
7983,0
7984,8
7985,1
7986,1
7987,0
7988,6
7989,3
7990,0
7991,9
7992,6
7993,2
7994,0
7995,8
7996,7
7997,1
7998,0
7999,6
8000,9
8001,1
8002,6
8003,3
8004,7
8005,1
8006,9
8007,0
8008,0
8009,3
8010,2
8011,8
8012,3
8013,8
8014,4
8015,8
8016,4
8017,0
8018,8
8019,3
8020,3
8021,1
8022,2
8023,3
8024,0
8025,5
8026,0
8027,4
8028,1
8029,7
8030,0
8031,8
8032,1
8033,3
8034,9
8035,1
8036,6
8037,1
8038,6
8039,1
8040,2
8041,3
8042,7
8043,0
8044,9
8045,5
8046,0
8047,4
8048,0
8049,1
8050,7
8051,9
8052,7
8053,1
8054,9
8055,2
8056,1
8057,9
8058,3
8059,3
8060,6
8061,0
8062,6
8063,0
8064,0
8065,9
8066,9
8067,8
8068,9
8069,4
8070,5
8071,4
8072,3
8073,0
8074,7
8075,8
8076,7
8077,4
8078,9
8079,3
8080,4
8081,6
8082,5
8083,9
8084,3
8085,2
8086,4
8087,2
8088,7
8089,9
8090,6
8091,7
8092,4
8093,7
8094,1
8095,2
8096,3
8097,1
8098,1
8099,3
8100,6
8101,8
8102,3
8103,7
8104,7
8105,0
8106,8
8107,1
8108,5
8109,6
8110,6
8111,5
8112,3
8113,6
8114,3
8115,2
8116,9
8117,8
8118,4
8119,2
8120,9
8121,0
8122,4
8123,1
8124,7
8125,8
8126,2
8127,9
8128,3
8129,2
8130,6
8131,3
8132,8
8133,8
8134,6
8135,3
8136,3
8137,8
8138,1
8139,1
8140,3
8141,3
8142,7
8143,9
8144,1
8145,1
8146,8
8147,5
8148,9
8149,9
8150,6
8151,8
8152,8
8153,4
8154,8
8155,1
8156,0
8157,1
8158,8
8159,8
8160,6
8161,5
8162,1
8163,0
8164,6
8165,1
8166,7
8167,6
8168,6
8169,3
8170,5
8171,6
8172,3
8173,3
8174,3
8175,3
8176,6
8177,8
8178,1
8179,4
8180,4
8181,3
8182,8
8183,1
8184,6
8185,0
8186,8
8187,5
8188,7
8189,8
8190,4
8191,6
8192,5
8193,5
8194,1
8195,8
8196,9
8197,0
8198,4
8199,7
8200,3
8201,3
8202,5
8203,3
8204,3
8205,2
8206,7
8207,7
8208,3
8209,6
8210,0
8211,5
8212,6
8213,6
8214,1
8215,1
8216,7
8217,9
8218,6
8219,1
8220,6
8221,7
8222,1
8223,8
8224,3
8225,9
8226,8
8227,7
8228,8
8229,1
8230,0
8231,3
8232,2
8233,7
8234,8
8235,7
8236,8
8237,7
8238,1
8239,8
8240,7
8241,0
8242,5
8243,4
8244,4
8245,3
8246,8
8247,6
8248,1
8249,1
8250,6
8251,6
8252,2
8253,2
8254,0
8255,9
8256,8
8257,3
8258,3
8259,8
8260,1
8261,1
8262,0
8263,5
8264,2
8265,0
8266,3
8267,0
8268,5
8269,0
8270,6
8271,3
8272,1
8273,6
8274,6
8275,3
8276,8
8277,4
8278,8
8279,5
8280,3
8281,5
8282,1
8283,1
8284,2
8285,9
8286,3
8287,8
8288,5
8289,7
8290,8
8291,7
8292,1
8293,0
8294,8
8295,0
8296,2
8297,1
8298,2
8299,3
8300,7
8301,7
8302,3
8303,8
8304,1
8305,4
8306,2
8307,4
8308,2
8309,4
8310,3
8311,8
8312,1
8313,6
8314,6
8315,6
8316,5
8317,5
8318,2
8319,7
8320,7
8321,2
8322,4
8323,9
8324,5
8325,8
8326,5
8327,7
8328,7
8329,8
8330,5
8331,2
8332,9
8333,1
8334,6
8335,3
8336,3
8337,3
8338,3
8339,8
8340,5
8341,4
8342,1
8343,3
8344,7
8345,7
8346,6
8347,1
8348,3
8349,4
8350,9
8351,0
8352,5
8353,7
8354,4
8355,9
8356,1
8357,4
8358,0
8359,6
8360,7
8361,1
8362,3
8363,3
8364,7
8365,6
8366,1
8367,6
8368,6
8369,4
8370,7
8371,2
8372,1
8373,8
8374,4
8375,6
8376,5
8377,8
8378,3
8379,8
8380,9
8381,4
8382,3
8383,2
8384,3
8385,1
8386,3
8387,0
8388,1
8389,1
8390,1
8391,1
8392,6
8393,8
8394,7
8395,1
8396,2
8397,0
8398,6
8399,5
8400,0
8401,3
8402,0
8403,6
8404,4
8405,2
8406,1
8407,8
8408,6
8409,8
8410,5
8411,8
8412,2
8413,9
8414,6
8415,0
8416,6
8417,1
8418,8
8419,0
8420,6
8421,6
8422,2
8423,6
8424,5
8425,6
8426,9
8427,2
8428,6
8429,4
8430,9
8431,9
8432,5
8433,6
8434,9
8435,6
8436,5
8437,7
8438,1
8439,8
8440,3
8441,8
8442,6
8443,2
8444,5
8445,1
8446,0
8447,0
8448,3
8449,1
8450,9
8451,7
8452,4
8453,9
8454,2
8455,1
8456,4
8457,4
8458,5
8459,9
8460,8
8461,7
8462,2
8463,1
8464,6
8465,1
8466,9
8467,3
8468,6
8469,9
8470,8
8471,9
8472,2
8473,2
8474,4
8475,9
8476,1
8477,5
8478,5
8479,4
8480,2
8481,3
8482,1
8483,0
8484,1
8485,0
8486,4
8487,2
8488,1
8489,1
8490,3
8491,3
8492,9
8493,3
8494,1
8495,1
8496,0
8497,4
8498,1
8499,9
8500,4
8501,8
8502,1
8503,1
8504,1
8505,5
8506,9
8507,8
8508,1
8509,6
8510,7
8511,2
8512,1
8513,1
8514,7
8515,8
8516,4
8517,1
8518,3
8519,7
8520,1
8521,8
8522,1
8523,6
8524,6
8525,6
8526,3
8527,1
8528,3
8529,0
8530,8
8531,8
8532,3
8533,6
8534,6
8535,7
8536,1
8537,0
8538,7
8539,6
8540,4
8541,8
8542,6
8543,0
8544,6
8545,6
8546,0
8547,6
8548,6
8549,1
8550,1
8551,8
8552,6
8553,7
8554,0
8555,5
8556,7
8557,3
8558,2
8559,1
8560,7
8561,8
8562,6
8563,0
8564,1
8565,7
8566,4
8567,8
8568,7
8569,3
8570,6
8571,7
8572,8
8573,0
8574,4
8575,9
8576,0
8577,3
8578,2
8579,1
8580,3
8581,8
8582,6
8583,8
8584,1
8585,1
8586,6
8587,7
8588,6
8589,3
8590,9
8591,4
8592,2
