Id,Category
5795,4
5796,5
5797,5
5798,0
5799,1
5800,2
5801,9
5802,4
5803,9
5804,0
5805,1
5806,8
5807,6
5808,5
5809,2
5810,5
5811,3
5812,4
5813,4
5814,3
5815,6
5816,5
5817,3
5818,7
5819,2
5820,5
5821,2
5822,3
5823,5
5824,9
5825,5
5826,7
5827,0
5828,5
5829,4
5830,6
5831,6
5832,9
5833,5
5834,5
5835,4
5836,8
5837,3
5838,1
5839,6
5840,2
5841,6
5842,7
5843,6
5844,0
5845,5
5846,5
5847,8
5848,3
5849,2
5850,2
5851,1
5852,3
5853,5
5854,8
5855,2
5856,5
5857,0
5858,7
5859,2
5860,0
5861,1
5862,5
5863,4
5864,1
5865,6
5866,4
5867,5
5868,9
5869,2
5870,4
5871,6
5872,4
5873,4
5874,6
5875,1
5876,6
5877,9
5878,4
5879,8
5880,0
5881,5
5882,9
5883,6
5884,4
5885,4
5886,4
5887,1
5888,4
5889,6
5890,3
5891,0
5892,8
5893,9
5894,7
5895,6
5896,9
5897,4
5898,8
5899,1
5900,2
5901,5
5902,9
5903,4
5904,5
5905,1
5906,4
5907,5
5908,4
5909,2
5910,6
5911,6
5912,3
5913,7
5914,1
5915,5
5916,9
5917,2
5918,1
5919,8
5920,8
5921,7
5922,5
5923,9
5924,4
5925,2
5926,4
5927,6
5928,7
5929,7
5930,3
5931,4
5932,4
5933,4
5934,3
5935,6
5936,6
5937,1
5938,9
5939,9
5940,2
5941,9
5942,4
5943,3
5944,5
5945,9
5946,8
5947,5
5948,0
5949,6
5950,9
5951,0
5952,9
5953,7
5954,8
5955,6
5956,4
5957,6
5958,9
5959,8
5960,6
5961,6
5962,6
5963,9
5964,9
5965,7
5966,9
5967,9
5968,2
5969,3
5970,1
5971,1
5972,0
5973,6
5974,9
5975,9
5976,5
5977,6
5978,3
5979,5
5980,9
5981,5
5982,9
5983,4
5984,5
5985,4
5986,3
5987,3
5988,9
5989,8
5990,8
5991,5
5992,4
5993,8
5994,4
5995,0
5996,2
5997,0
5998,7
5999,2
6000,8
6001,0
6002,2
6003,0
6004,7
6005,4
6006,3
6007,6
6008,2
6009,3
6010,2
6011,5
6012,5
6013,6
6014,3
6015,0
6016,6
6017,9
6018,5
6019,6
6020,6
6021,5
6022,2
6023,3
6024,2
6025,4
6026,3
6027,3
6028,9
6029,0
6030,8
6031,5
6032,4
6033,2
6034,9
6035,5
6036,0
6037,3
6038,5
6039,8
6040,5
6041,7
6042,6
6043,5
6044,4
6045,8
6046,2
6047,0
6048,1
6049,8
6050,3
6051,4
6052,8
6053,4
6054,3
6055,9
6056,3
6057,0
6058,1
6059,9
6060,3
6061,0
6062,3
6063,4
6064,5
6065,5
6066,2
6067,8
6068,6
6069,0
6070,9
6071,4
6072,5
6073,2
6074,9
6075,6
6076,5
6077,0
6078,2
6079,5
6080,1
6081,0
6082,9
6083,3
6084,1
6085,6
6086,1
6087,4
6088,6
6089,4
6090,1
6091,0
6092,5
6093,2
6094,5
6095,9
6096,2
6097,5
6098,6
6099,5
6100,1
6101,9
6102,1
6103,6
6104,1
6105,0
6106,2
6107,9
6108,2
6109,2
6110,9
6111,2
6112,0
6113,2
6114,9
6115,8
6116,5
6117,1
6118,0
6119,1
6120,5
6121,2
6122,5
6123,6
6124,3
6125,0
6126,3
6127,2
6128,8
6129,4
6130,1
6131,3
6132,3
6133,8
6134,8
6135,2
6136,9
6137,2
6138,0
6139,9
6140,9
6141,0
6142,3
6143,9
6144,5
6145,5
6146,9
6147,9
6148,4
6149,7
6150,1
6151,4
6152,6
6153,2
6154,4
6155,8
6156,9
6157,4
6158,7
6159,1
6160,2
6161,6
6162,9
6163,3
6164,3
6165,6
6166,1
6167,3
6168,5
6169,5
6170,2
6171,4
6172,1
6173,1
6174,3
6175,6
6176,9
6177,5
6178,4
6179,8
6180,8
6181,8
6182,1
6183,3
6184,1
6185,3
6186,9
6187,0
6188,9
6189,2
6190,4
6191,0
6192,6
6193,9
6194,8
6195,1
6196,8
6197,3
6198,9
6199,5
6200,2
6201,3
6202,2
6203,3
6204,4
6205,9
6206,3
6207,9
6208,8
6209,7
6210,3
6211,8
6212,7
6213,3
6214,5
6215,2
6216,5
6217,8
6218,9
6219,7
6220,5
6221,0
6222,0
6223,7
6224,5
6225,6
6226,5
6227,5
6228,4
6229,6
6230,2
6231,0
6232,2
6233,7
6234,5
6235,6
6236,1
6237,6
6238,8
6239,6
6240,2
6241,0
6242,4
6243,4
6244,8
6245,6
6246,4
6247,0
6248,2
6249,5
6250,4
6251,0
6252,2
6253,4
6254,4
6255,5
6256,9
6257,2
6258,0
6259,5
6260,2
6261,2
6262,8
6263,2
6264,6
6265,4
6266,7
6267,9
6268,5
6269,7
6270,2
6271,6
6272,2
6273,8
6274,9
6275,9
6276,4
6277,4
6278,3
6279,1
6280,8
6281,1
6282,4
6283,3
6284,7
6285,8
6286,8
6287,5
6288,6
6289,9
6290,9
6291,9
6292,6
6293,3
6294,8
6295,8
6296,8
6297,5
6298,5
6299,4
6300,1
6301,1
6302,0
6303,7
6304,0
6305,5
6306,0
6307,3
6308,4
6309,6
6310,5
6311,0
6312,2
6313,9
6314,6
6315,5
6316,7
6317,9
6318,7
6319,4
6320,0
6321,8
6322,2
6323,2
6324,7
6325,7
6326,7
6327,4
6328,0
6329,1
6330,6
6331,0
6332,5
6333,3
6334,2
6335,2
6336,4
6337,9
6338,5
6339,2
6340,3
6341,2
6342,8
6343,9
6344,3
6345,3
6346,8
6347,0
6348,8
6349,0
6350,0
6351,8
6352,2
6353,6
6354,7
6355,0
6356,7
6357,4
6358,7
6359,3
6360,2
6361,0
6362,4
6363,0
6364,3
6365,2
6366,8
6367,4
6368,7
6369,6
6370,3
6371,1
6372,1
6373,6
6374,9
6375,6
6376,8
6377,9
6378,5
6379,1
6380,2
6381,1
6382,5
6383,3
6384,6
6385,3
6386,4
6387,5
6388,3
6389,5
6390,7
6391,9
6392,3
6393,2
6394,0
6395,8
6396,6
6397,5
6398,6
6399,1
6400,0
6401,3
6402,8
6403,4
6404,7
6405,1
6406,3
6407,4
6408,0
6409,9
6410,1
6411,8
6412,8
6413,6
6414,8
6415,9
6416,7
6417,1
6418,0
6419,8
6420,7
6421,4
6422,4
6423,4
6424,8
6425,2
6426,1
6427,2
6428,5
6429,6
6430,1
6431,9
6432,8
6433,8
6434,0
6435,9
6436,8
6437,0
6438,4
6439,4
6440,2
6441,5
6442,6
6443,6
6444,3
6445,1
6446,2
6447,4
6448,5
6449,8
6450,0
6451,1
6452,4
6453,8
6454,4
6455,6
6456,2
6457,2
6458,2
6459,6
6460,3
6461,4
6462,0
6463,8
6464,1
6465,3
6466,3
6467,3
6468,8
6469,9
6470,1
6471,6
6472,1
6473,9
6474,9
6475,3
6476,0
6477,5
6478,5
6479,4
6480,0
6481,6
6482,7
6483,6
6484,8
6485,9
6486,8
6487,6
6488,2
6489,8
6490,9
6491,3
6492,1
6493,1
6494,0
6495,7
6496,4
6497,2
6498,5
6499,7
6500,3
6501,2
6502,6
6503,6
6504,7
6505,4
6506,3
6507,5
6508,0
6509,9
6510,5
6511,7
6512,2
6513,5
6514,2
6515,2
6516,2
6517,5
6518,6
6519,2
6520,6
6521,4
6522,1
6523,6
6524,8
6525,5
6526,8
6527,5
6528,5
6529,2
6530,3
6531,4
6532,5
6533,2
6534,7
6535,5
6536,1
6537,8
6538,3
6539,5
6540,8
6541,8
6542,9
6543,6
6544,0
6545,0
6546,2
6547,6
6548,0
6549,0
6550,1
6551,4
6552,1
6553,3
6554,5
6555,1
6556,6
6557,9
6558,6
6559,2
6560,6
6561,9
6562,5
6563,6
6564,5
6565,6
6566,9
6567,4
6568,2
6569,9
6570,9
6571,5
6572,4
6573,5
6574,8
6575,3
6576,0
6577,1
6578,6
6579,9
6580,2
6581,9
6582,4
6583,0
6584,6
6585,1
6586,6
6587,3
6588,0
6589,2
6590,5
6591,5
6592,5
6593,2
6594,9
6595,3
6596,3
6597,3
6598,2
6599,2
6600,7
6601,0
6602,8
6603,9
6604,2
6605,6
6606,3
6607,4
6608,5
6609,5
6610,8
6611,8
6612,3
6613,8
6614,5
6615,7
6616,4
6617,4
6618,0
6619,9
6620,3
6621,0
6622,4
6623,0
6624,4
6625,4
6626,2
6627,5
6628,4
6629,0
6630,2
6631,2
6632,5
6633,0
6634,4
6635,3
6636,2
6637,9
6638,1
6639,0
6640,3
6641,0
6642,9
6643,1
6644,8
6645,6
6646,6
6647,3
6648,0
6649,9
6650,0
6651,6
6652,2
6653,2
6654,4
6655,1
6656,3
6657,7
6658,6
6659,2
6660,0
6661,4
6662,6
6663,0
6664,4
6665,4
6666,2
6667,7
6668,6
6669,2
6670,3
6671,5
6672,9
6673,4
6674,5
6675,2
6676,0
6677,8
6678,5
6679,4
6680,3
6681,8
6682,4
6683,5
6684,8
6685,1
6686,9
6687,2
6688,1
6689,8
6690,5
6691,8
6692,6
6693,3
6694,3
6695,4
6696,0
6697,6
6698,5
6699,2
6700,2
6701,1
6702,8
6703,6
6704,9
6705,2
6706,6
6707,2
6708,2
6709,3
6710,3
6711,5
6712,0
6713,2
6714,1
6715,6
6716,8
6717,0
6718,8
6719,2
6720,4
6721,2
6722,3
6723,5
6724,9
6725,8
6726,3
6727,6
6728,1
6729,6
6730,8
6731,6
6732,3
6733,5
6734,8
6735,9
6736,4
6737,2
6738,0
6739,0
6740,4
6741,0
6742,1
6743,8
6744,3
6745,5
6746,5
6747,8
6748,2
6749,9
6750,3
6751,8
6752,9
6753,6
6754,8
6755,9
6756,3
6757,4
6758,8
6759,9
6760,2
6761,5
6762,3
6763,3
6764,5
6765,9
6766,8
6767,1
6768,6
6769,3
6770,1
6771,5
6772,0
6773,2
6774,3
6775,2
6776,8
6777,4
6778,4
6779,1
6780,5
6781,3
6782,5
6783,6
6784,9
6785,6
6786,5
6787,3
6788,1
6789,1
6790,3
6791,5
6792,8
6793,3
6794,8
6795,9
6796,6
6797,0
6798,8
6799,0
6800,3
6801,6
6802,4
6803,6
6804,4
6805,1
6806,1
6807,7
6808,8
6809,6
6810,8
6811,9
6812,9
6813,6
6814,1
6815,0
6816,1
6817,9
6818,7
6819,2
6820,1
6821,2
6822,5
6823,3
6824,0
6825,3
6826,6
6827,3
6828,3
6829,8
6830,1
6831,8
6832,1
6833,3
6834,1
6835,5
6836,7
6837,5
6838,1
6839,2
6840,9
6841,9
6842,3
6843,1
6844,7
6845,5
6846,9
6847,8
6848,9
6849,5
6850,4
6851,8
6852,7
6853,5
6854,2
6855,4
6856,3
6857,2
6858,1
6859,1
6860,0
6861,8
6862,3
6863,6
6864,0
6865,3
6866,4
6867,6
6868,9
6869,8
6870,7
6871,5
6872,3
6873,5
6874,6
6875,5
6876,3
6877,8
6878,5
6879,9
6880,2
6881,4
6882,9
6883,4
6884,0
6885,0
6886,1
6887,3
6888,4
6889,5
6890,5
6891,9
6892,6
6893,3
6894,6
6895,2
6896,6
6897,8
6898,3
6899,5
6900,3
6901,3
6902,5
6903,9
6904,2
6905,2
6906,1
6907,6
6908,6
6909,5
6910,7
6911,6
6912,6
6913,3
6914,8
6915,1
6916,2
6917,6
6918,4
6919,4
6920,2
6921,6
6922,2
6923,0
6924,5
6925,2
6926,3
6927,5
6928,2
6929,5
6930,0
6931,5
6932,9
6933,3
6934,6
6935,7
6936,9
6937,8
6938,2
6939,2
6940,1
6941,4
6942,3
6943,4
6944,5
6945,5
6946,6
6947,8
6948,6
6949,3
6950,8
6951,9
6952,2
6953,4
6954,7
6955,7
6956,6
6957,6
6958,9
6959,5
6960,9
6961,8
6962,5
6963,6
6964,5
6965,3
6966,0
6967,4
6968,8
6969,6
6970,3
6971,9
6972,9
6973,2
6974,9
6975,8
6976,0
6977,7
6978,3
6979,4
6980,0
6981,2
6982,8
6983,9
6984,1
6985,8
6986,6
6987,8
6988,5
6989,3
6990,3
6991,6
6992,3
6993,3
6994,3
6995,1
6996,0
6997,2
6998,8
6999,8
7000,8
7001,1
7002,5
7003,7
7004,0
7005,8
7006,6
7007,9
7008,1
7009,3
7010,0
7011,5
7012,5
7013,1
7014,3
7015,3
7016,5
7017,9
7018,0
7019,2
7020,7
7021,9
7022,2
7023,2
7024,9
7025,6
7026,3
7027,5
7028,9
7029,4
7030,3
7031,0
7032,4
7033,8
7034,0
7035,9
7036,5
7037,3
7038,0
7039,4
7040,2
7041,4
7042,8
7043,6
7044,3
7045,3
7046,9
7047,8
7048,2
7049,2
7050,8
7051,3
7052,1
7053,1
7054,2
7055,2
7056,2
7057,6
7058,9
7059,4
7060,8
7061,2
7062,6
7063,6
7064,5
7065,3
7066,6
7067,9
7068,2
7069,0
7070,7
7071,1
7072,8
7073,9
7074,5
7075,9
7076,9
7077,0
7078,3
7079,7
7080,3
7081,3
7082,2
7083,4
7084,4
7085,5
7086,7
7087,5
7088,8
7089,5
7090,3
7091,6
7092,2
7093,2
7094,4
7095,2
7096,0
7097,3
7098,1
7099,5
7100,3
7101,6
7102,0
7103,0
7104,2
7105,3
7106,8
7107,3
7108,2
7109,4
7110,2
7111,5
7112,0
7113,9
7114,1
7115,0
7116,2
7117,3
7118,5
7119,9
7120,5
7121,9
7122,9
7123,6
7124,5
7125,5
7126,3
7127,5
7128,3
7129,1
7130,6
7131,6
7132,2
7133,9
7134,2
7135,4
7136,1
7137,5
7138,8
7139,0
7140,4
7141,5
7142,8
7143,4
7144,8
7145,5
7146,0
7147,2
7148,0
7149,5
7150,3
7151,1
7152,2
7153,7
7154,0
7155,9
7156,1
7157,5
7158,7
7159,6
7160,5
7161,4
7162,5
7163,6
7164,9
7165,0
7166,1
7167,5
7168,3
7169,0
7170,9
7171,2
7172,4
7173,1
7174,6
7175,7
7176,8
7177,2
7178,0
7179,9
7180,6
7181,6
7182,8
7183,5
7184,5
7185,8
7186,2
7187,7
7188,4
7189,0
7190,2
7191,7
7192,5
7193,8
7194,8
7195,2
7196,8
7197,4
7198,9
7199,1
7200,4
7201,8
7202,5
7203,4
7204,4
7205,6
7206,2
7207,3
7208,1
7209,0
7210,3
7211,3
7212,3
7213,2
7214,5
7215,1
7216,2
7217,3
7218,9
7219,5
7220,9
7221,3
7222,8
7223,4
7224,0
7225,1
7226,7
7227,4
7228,3
7229,5
7230,2
7231,8
7232,9
7233,5
7234,9
7235,2
7236,1
7237,4
7238,4
7239,4
7240,0
7241,4
7242,4
7243,1
7244,5
7245,4
7246,0
7247,8
7248,4
7249,9
7250,8
7251,7
7252,8
7253,2
7254,3
7255,3
7256,4
7257,0
7258,3
7259,4
7260,9
7261,8
7262,5
7263,5
7264,4
7265,5
7266,5
7267,6
7268,3
7269,7
7270,9
7271,4
7272,1
7273,4
7274,9
7275,3
7276,1
7277,4
7278,5
7279,5
7280,9
7281,5
7282,1
7283,3
7284,0
7285,5
7286,2
7287,3
7288,4
7289,2
7290,6
7291,3
7292,3
7293,7
7294,5
7295,5
7296,8
7297,3
7298,4
7299,6
7300,3
7301,6
7302,6
7303,8
7304,2
7305,6
7306,4
7307,8
7308,4
7309,1
7310,3
7311,9
7312,5
7313,3
7314,2
7315,0
7316,1
7317,6
7318,2
7319,2
7320,8
7321,2
7322,4
7323,3
7324,8
7325,4
7326,4
7327,4
7328,4
7329,9
7330,5
7331,5
7332,7
7333,6
7334,3
7335,4
7336,5
7337,6
7338,5
7339,6
7340,2
7341,4
7342,7
7343,3
7344,3
7345,6
7346,5
7347,0
7348,2
7349,3
7350,9
7351,1
7352,5
7353,8
7354,0
7355,7
7356,8
7357,6
7358,8
7359,1
7360,7
7361,8
7362,9
7363,1
7364,5
7365,4
7366,3
7367,5
7368,5
7369,5
7370,3
7371,6
7372,5
7373,0
7374,3
7375,3
7376,1
7377,5
7378,5
7379,7
7380,7
7381,4
7382,0
7383,4
7384,5
7385,9
7386,5
7387,1
7388,7
7389,6
7390,6
7391,4
7392,8
7393,5
7394,1
7395,5
7396,8
7397,3
7398,3
7399,3
7400,3
7401,3
7402,8
7403,4
7404,8
7405,7
7406,2
7407,9
7408,3
7409,8
7410,4
7411,3
7412,9
7413,4
7414,8
7415,2
7416,8
7417,3
7418,8
7419,0
7420,4
7421,5
7422,3
7423,6
7424,9
7425,2
7426,7
7427,2
7428,0
7429,5
7430,2
7431,9
7432,7
7433,5
7434,0
7435,5
7436,0
7437,7
7438,3
7439,4
7440,3
7441,8
7442,2
7443,5
7444,1
7445,6
7446,9
7447,8
7448,9
7449,2
7450,1
7451,9
7452,4
7453,9
7454,0
7455,9
7456,7
7457,2
7458,5
7459,8
7460,5
7461,9
7462,8
7463,2
7464,8
7465,0
7466,6
7467,6
7468,8
7469,6
7470,9
7471,5
7472,1
7473,1
7474,5
7475,3
7476,5
7477,0
7478,7
7479,6
7480,1
7481,4
7482,6
7483,1
7484,1
7485,8
7486,9
7487,1
7488,2
7489,3
7490,4
7491,9
7492,9
7493,3
7494,2
7495,7
7496,5
7497,3
7498,6
7499,1
7500,6
7501,9
7502,8
7503,8
7504,3
7505,7
7506,4
7507,5
7508,2
7509,5
7510,8
7511,0
7512,9
7513,9
7514,7
7515,8
7516,1
7517,2
7518,4
7519,2
7520,4
7521,2
7522,9
7523,0
7524,8
7525,8
7526,9
7527,3
7528,5
7529,5
7530,2
7531,3
7532,1
7533,0
7534,6
7535,1
7536,3
7537,4
7538,5
7539,6
7540,5
7541,2
7542,3
7543,9
7544,0
7545,5
7546,7
7547,9
7548,6
7549,5
7550,4
7551,5
7552,4
7553,8
7554,3
7555,1
7556,2
7557,7
7558,2
7559,1
7560,0
7561,2
7562,0
7563,9
7564,8
7565,1
7566,9
7567,7
7568,7
7569,3
7570,1
7571,6
7572,1
7573,9
7574,3
7575,8
7576,8
7577,1
7578,6
7579,3
7580,8
7581,9
7582,3
7583,1
7584,1
7585,6
7586,5
7587,5
7588,5
7589,6
7590,3
7591,6
7592,9
7593,6
7594,9
7595,1
7596,3
7597,9
7598,5
7599,3
7600,9
7601,8
7602,6
7603,9
7604,1
7605,6
7606,6
7607,0
7608,5
7609,5
7610,7
7611,2
7612,3
7613,9
7614,4
7615,5
7616,0
7617,0
7618,3
7619,5
7620,5
7621,8
7622,9
7623,9
7624,2
7625,7
7626,8
7627,6
7628,3
7629,6
7630,9
7631,9
7632,5
7633,7
7634,1
7635,9
7636,5
7637,8
7638,8
7639,9
7640,9
7641,3
7642,9
7643,9
7644,2
7645,3
7646,2
7647,6
7648,9
7649,2
7650,2
7651,4
7652,0
7653,8
7654,4
7655,8
7656,1
7657,5
7658,7
7659,2
7660,7
7661,9
7662,5
7663,6
7664,2
7665,9
7666,5
7667,6
7668,3
7669,4
7670,4
7671,5
7672,6
7673,3
7674,0
7675,3
7676,2
7677,6
7678,8
7679,6
7680,3
7681,0
7682,8
7683,0
7684,0
7685,9
7686,8
7687,6
7688,8
7689,0
7690,6
7691,6
7692,0
7693,5
7694,9
7695,8
7696,0
7697,5
7698,0
7699,9
7700,6
7701,0
7702,2
7703,7
7704,1
7705,3
7706,8
7707,8
7708,4
7709,3
7710,9
7711,2
7712,5
7713,5
7714,3
7715,1
7716,5
7717,3
7718,0
7719,2
7720,3
7721,2
7722,2
7723,6
7724,8
7725,4
7726,5
7727,6
7728,9
7729,9
7730,4
7731,1
7732,7
7733,0
7734,1
7735,2
7736,4
7737,0
7738,2
7739,9
7740,4
7741,5
7742,0
7743,3
7744,3
7745,3
7746,2
7747,3
7748,0
7749,1
7750,2
7751,4
7752,9
7753,9
7754,0
7755,7
7756,5
7757,6
7758,7
7759,1
7760,2
7761,3
7762,7
7763,4
7764,6
7765,8
7766,4
7767,9
7768,8
7769,4
7770,9
7771,3
7772,3
7773,4
7774,0
7775,2
7776,3
7777,6
7778,6
7779,3
7780,8
7781,5
7782,8
7783,5
7784,4
7785,2
7786,9
7787,5
7788,6
7789,6
7790,8
7791,6
7792,1
7793,8
7794,5
7795,3
7796,8
7797,4
7798,3
7799,9
7800,0
7801,4
7802,2
7803,8
7804,5
7805,9
7806,9
7807,3
7808,8
7809,0
7810,6
7811,0
7812,2
7813,0
7814,7
7815,8
7816,5
7817,3
7818,9
7819,1
7820,3
7821,2
7822,6
7823,4
7824,9
7825,3
7826,9
7827,3
7828,5
7829,0
7830,2
7831,4
7832,8
7833,8
7834,5
7835,0
7836,0
7837,7
7838,4
7839,4
7840,1
7841,6
7842,4
7843,1
7844,9
7845,2
7846,6
7847,4
7848,4
7849,0
7850,0
7851,0
7852,4
7853,5
7854,3
7855,2
7856,6
7857,4
7858,2
7859,7
7860,8
7861,6
7862,1
7863,0
7864,1
7865,3
7866,6
7867,4
7868,0
7869,0
7870,6
7871,0
7872,9
7873,1
7874,6
7875,5
7876,1
7877,0
7878,1
7879,6
7880,0
7881,2
7882,7
7883,9
7884,9
7885,3
7886,7
7887,5
7888,7
7889,1
7890,6
7891,6
7892,9
7893,8
7894,9
7895,4
7896,4
7897,2
7898,9
7899,3
7900,0
7901,1
7902,2
7903,1
7904,1
7905,3
7906,4
7907,6
7908,9
7909,9
7910,3
7911,2
7912,0
7913,0
7914,7
7915,3
7916,2
7917,6
7918,3
7919,6
7920,9
7921,5
7922,8
7923,7
7924,2
7925,0
7926,5
7927,6
7928,2
7929,0
7930,2
7931,9
7932,0
7933,4
7934,8
7935,3
7936,1
7937,1
7938,2
7939,2
7940,2
7941,2
7942,9
7943,1
7944,2
7945,6
7946,1
7947,6
7948,1
7949,8
7950,9
7951,2
7952,0
7953,1
7954,9
7955,9
7956,3
7957,4
7958,3
7959,2
7960,0
7961,6
7962,5
7963,4
7964,1
7965,7
7966,7
7967,7
7968,8
7969,6
7970,5
7971,5
7972,3
7973,1
7974,6
7975,2
7976,7
7977,8
7978,4
7979,3
7980,5
7981,5
7982,9
7983,8
7984,8
7985,5
7986,9
7987,0
7988,6
7989,3
7990,0
7991,9
7992,6
7993,8
7994,0
7995,8
7996,5
7997,1
7998,2
7999,6
8000,9
8001,1
8002,6
8003,5
8004,3
8005,1
8006,5
8007,2
8008,0
8009,6
8010,2
8011,8
8012,3
8013,8
8014,2
8015,8
8016,4
8017,0
8018,8
8019,6
8020,3
8021,1
8022,5
8023,3
8024,0
8025,5
8026,0
8027,4
8028,1
8029,7
8030,2
8031,0
8032,1
8033,3
8034,9
8035,1
8036,6
8037,1
8038,6
8039,1
8040,2
8041,4
8042,7
8043,2
8044,9
8045,5
8046,2
8047,4
8048,3
8049,1
8050,7
8051,7
8052,5
8053,1
8054,9
8055,2
8056,1
8057,9
8058,0
8059,3
8060,6
8061,0
8062,6
8063,0
8064,0
8065,9
8066,0
8067,8
8068,9
8069,4
8070,5
8071,4
8072,5
8073,8
8074,7
8075,8
8076,7
8077,5
8078,9
8079,5
8080,4
8081,6
8082,3
8083,9
8084,5
8085,2
8086,4
8087,2
8088,7
8089,9
8090,6
8091,7
8092,3
8093,7
8094,1
8095,8
8096,3
8097,1
8098,5
8099,3
8100,2
8101,8
8102,3
8103,7
8104,2
8105,0
8106,8
8107,1
8108,5
8109,2
8110,6
8111,5
8112,3
8113,6
8114,3
8115,6
8116,9
8117,8
8118,4
8119,2
8120,9
8121,0
8122,3
8123,9
8124,4
8125,8
8126,4
8127,9
8128,4
8129,4
8130,4
8131,3
8132,8
8133,8
8134,6
8135,3
8136,3
8137,8
8138,9
8139,1
8140,3
8141,3
8142,4
8143,3
8144,9
8145,0
8146,8
8147,5
8148,9
8149,9
8150,6
8151,8
8152,8
8153,8
8154,8
8155,1
8156,2
8157,1
8158,8
8159,8
8160,6
8161,3
8162,9
8163,0
8164,6
8165,1
8166,6
8167,6
8168,6
8169,3
8170,5
8171,6
8172,3
8173,3
8174,3
8175,3
8176,2
8177,8
8178,9
8179,4
8180,2
8181,3
8182,8
8183,3
8184,6
8185,0
8186,8
8187,5
8188,7
8189,8
8190,4
8191,6
8192,5
8193,3
8194,1
8195,8
8196,9
8197,8
8198,4
8199,9
8200,3
8201,6
8202,5
8203,3
8204,6
8205,2
8206,7
8207,7
8208,8
8209,4
8210,0
8211,5
8212,6
8213,6
8214,1
8215,1
8216,3
8217,9
8218,9
8219,3
8220,3
8221,7
8222,9
8223,8
8224,6
8225,9
8226,2
8227,9
8228,8
8229,3
8230,0
8231,3
8232,2
8233,6
8234,8
8235,7
8236,3
8237,7
8238,5
8239,8
8240,4
8241,0
8242,3
8243,4
8244,4
8245,3
8246,8
8247,6
8248,0
8249,9
8250,6
8251,3
8252,2
8253,2
8254,8
8255,9
8256,8
8257,3
8258,3
8259,8
8260,1
8261,1
8262,0
8263,3
8264,2
8265,0
8266,5
8267,9
8268,2
8269,0
8270,6
8271,3
8272,1
8273,6
8274,6
8275,3
8276,0
8277,7
8278,8
8279,3
8280,4
8281,5
8282,9
8283,9
8284,2
8285,9
8286,5
8287,8
8288,5
8289,5
8290,8
8291,5
8292,9
8293,0
8294,8
8295,0
8296,3
8297,1
8298,3
8299,3
8300,3
8301,5
8302,3
8303,8
8304,6
8305,4
8306,2
8307,4
8308,5
8309,4
8310,3
8311,3
8312,9
8313,6
8314,3
8315,6
8316,5
8317,3
8318,2
8319,5
8320,7
8321,3
8322,4
8323,9
8324,3
8325,8
8326,5
8327,7
8328,7
8329,8
8330,5
8331,2
8332,9
8333,6
8334,6
8335,3
8336,5
8337,3
8338,3
8339,8
8340,5
8341,5
8342,9
8343,3
8344,7
8345,9
8346,5
8347,1
8348,6
8349,5
8350,9
8351,3
8352,5
8353,7
8354,5
8355,9
8356,1
8357,3
8358,0
8359,6
8360,7
8361,8
8362,5
8363,3
8364,9
8365,6
8366,1
8367,6
8368,6
8369,4
8370,6
8371,2
8372,1
8373,8
8374,4
8375,4
8376,3
8377,8
8378,5
8379,8
8380,9
8381,3
8382,3
8383,2
8384,2
8385,9
8386,3
8387,8
8388,1
8389,1
8390,1
8391,1
8392,6
8393,8
8394,3
8395,1
8396,3
8397,2
8398,2
8399,5
8400,9
8401,3
8402,0
8403,6
8404,2
8405,3
8406,9
8407,8
8408,6
8409,8
8410,3
8411,8
8412,2
8413,9
8414,6
8415,0
8416,6
8417,1
8418,8
8419,7
8420,6
8421,2
8422,2
8423,6
8424,5
8425,2
8426,9
8427,2
8428,5
8429,2
8430,9
8431,8
8432,5
8433,6
8434,9
8435,6
8436,5
8437,4
8438,1
8439,8
8440,3
8441,8
8442,6
8443,4
8444,5
8445,1
8446,3
8447,0
8448,2
8449,1
8450,6
8451,2
8452,4
8453,9
8454,2
8455,1
8456,7
8457,3
8458,5
8459,9
8460,8
8461,7
8462,3
8463,1
8464,6
8465,9
8466,7
8467,3
8468,6
8469,3
8470,8
8471,8
8472,2
8473,2
8474,4
8475,9
8476,3
8477,5
8478,3
8479,4
8480,5
8481,3
8482,1
8483,0
8484,3
8485,0
8486,4
8487,5
8488,9
8489,9
8490,3
8491,3
8492,9
8493,2
8494,3
8495,1
8496,9
8497,4
8498,1
8499,9
8500,4
8501,8
8502,1
8503,1
8504,1
8505,5
8506,9
8507,8
8508,9
8509,6
8510,7
8511,2
8512,9
8513,9
8514,2
8515,8
8516,8
8517,1
8518,6
8519,7
8520,8
8521,9
8522,1
8523,6
8524,3
8525,3
8526,3
8527,1
8528,2
8529,9
8530,8
8531,8
8532,3
8533,6
8534,6
8535,5
8536,9
8537,0
8538,7
8539,6
8540,4
8541,1
8542,2
8543,0
8544,6
8545,6
8546,4
8547,6
8548,3
8549,1
8550,9
8551,8
8552,6
8553,3
8554,2
8555,5
8556,4
8557,3
8558,2
8559,6
8560,7
8561,8
8562,2
8563,0
8564,8
8565,7
8566,4
8567,8
8568,7
8569,5
8570,6
8571,7
8572,8
8573,4
8574,4
8575,9
8576,5
8577,3
8578,5
8579,1
8580,3
8581,8
8582,6
8583,8
8584,1
8585,9
8586,6
8587,7
8588,6
8589,5
8590,2
8591,6
8592,0
